Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),23:59,04:45,04h 46m,INR 550,23 Seats available,"3.9
19",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
GreenLine Travels And Holidays,VE A/C Sleeper (2+1),00:15,06:00,05h 45m,INR 900,12 Seats available,"3.1
23",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Jabbar Travels,NON A/C Sleeper (2+1),00:30,05:30,05h 00m,INR 590,17 Seats available,"3.5
32",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
AGR Travels,A/C Sleeper (2+1),00:30,06:10,05h 40m,INR 749,11 Seats available,"4.0
52",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Jabbar Travels,A/C Sleeper (2+1),01:15,06:00,04h 45m,INR 776,15 Seats available,"3.5
25",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Rajeswari Travels,A/C Sleeper (2+1),23:59,06:00,0-18h 0-59m,INR 800,24 Seats available,3.0,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
SKS TRAVELS,Non AC Seater (2+3),01:20,07:30,06h 10m,INR 500,40 Seats available, ,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Manis Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:00,06:00,07h 00m,INR 749,49 Seats available,2.5,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sree Hari Travels,NON A/C Sleeper (2+1),23:30,04:20,04h 50m,INR 750,30 Seats available,2.6,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
VEGA BUS,A/C Seater / Sleeper (2+1),23:55,04:10,04h 15m,808,18 Seats available,"2.9
36",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),23:59,05:30,05h 31m,INR 649,22 Seats available,"2.6
7",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
VEGA BUS,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,903,29 Seats available,"2.7
6",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Rapid Travels,NON A/C Sleeper (2+1),23:59,05:30,05h 31m,INR 649,24 Seats available,"2.1
17",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:59,05:30,05h 31m,INR 775,30 Seats available,"2.1
16",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Bharathi Travels,Non A/C Seater / Sleeper (2+1),23:59,05:35,05h 36m,INR 449,26 Seats available,"2.1
60",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
JTS Tours and Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,798,18 Seats available,"2.5
72",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),00:16,05:30,05h 14m,INR 699,44 Seats available,"2.4
16",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Simhapuri Travels,NON A/C Sleeper (2+1),00:20,05:30,05h 10m,INR 690,20 Seats available,"2.1
8",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Shanmukh Travels,A/C Sleeper (2+1),00:45,04:45,04h 00m,569,16 Seats available,New,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
IRA Travels,Bharat Benz A/C Sleeper (2+1),01:00,06:30,05h 30m,INR 2100,3 Seats available,"3.5
16",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Chalasani Travels (Kaleswari),A/C Sleeper (2+1),02:00,06:00,04h 00m,INR 2500,1 Seat available,4.3,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Rajesh Transports,NON A/C Sleeper (2+1),02:00,06:30,04h 30m,INR 1982,11 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sai Balaji Travels,A/C Seater / Sleeper (2+1),02:30,06:30,04h 00m,INR 4999,1 Seat available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Zingbus Plus,A/C Sleeper (2+1),02:40,07:20,04h 40m,2830,5 Seats available,"4.6
42",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),03:00,07:20,04h 20m,INR 1891,2 Seats available,4.5,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),03:00,07:30,04h 30m,INR 2850,3 Seats available,"3.5
8",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),03:30,07:05,03h 35m,INR 3320,5 Seats available,"3.8
28",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
IntrCity SmartBus,A/C Seater / Sleeper (2+1),03:30,07:10,03h 40m,INR 2787,8 Seats available,"4.4
31",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),04:00,08:30,04h 30m,INR 1499,3 Seats available,3.4,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Abhishek Bus,A/C Sleeper (2+1),04:10,08:45,04h 35m,INR 1500,18 Seats available,3.5,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),04:15,08:20,04h 05m,INR 4055,10 Seats available,"4.3
80",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
IntrCity SmartBus,A/C Seater / Sleeper (2+1),04:20,08:30,04h 10m,INR 3536,9 Seats available,"4.0
57",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Navayuga Travels,A/C Sleeper (2+1),04:40,09:00,04h 20m,INR 2290,1 Seat available,"3.3
19",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Zingbus Plus,A/C Seater / Sleeper (2+1),05:15,10:00,04h 45m,1166,24 Seats available,"4.8
27",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),05:30,09:30,04h 00m,INR 2749,2 Seats available,3.4,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
SVD Vedansh Travels,A/C Sleeper (2+1),05:30,08:00,02h 30m,INR 2990,1 Seat available,3.6,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Rajesh Transports,NON A/C Sleeper (2+1),05:45,10:30,04h 45m,INR 1687,2 Seats available,"4.0
34",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),06:00,10:00,04h 00m,INR 3300,2 Seats available,"3.4
4",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
KGN and NR TRAVELS,NON A/C Sleeper (2+1),23:30,04:00,04h 30m,INR 1500,28 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),23:40,05:00,05h 20m,INR 1049,13 Seats available,"4.5
26",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Rajeswari Travels,NON A/C Sleeper (2+1),23:44,05:45,06h 01m,INR 1400,17 Seats available,3.0,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Kamakshi Tours And Travels,NON A/C Sleeper (2+1),23:45,04:00,04h 15m,INR 3999,32 Seats available,3.6,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Kamakshi Tours And Travels,A/C Sleeper (2+1),23:50,05:05,05h 15m,INR 1999,32 Seats available,3.6,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Abhishek Bus,A/C Sleeper (2+1),23:55,05:25,05h 30m,INR 2349,4 Seats available,3.5,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),23:59,05:30,05h 31m,INR 1449,8 Seats available,"3.9
9",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:59,05:30,05h 31m,INR 1025,13 Seats available,"4.6
23",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),23:59,05:30,05h 31m,INR 1249,12 Seats available,"4.5
6",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sai Balaji Travels,A/C Sleeper (2+1),01:00,05:35,04h 35m,INR 3999,34 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
SIVA SAI BALAJI TOURS AND TRAVELS,A/C Sleeper (2+1),02:00,07:10,05h 10m,INR 1399,36 Seats available,New,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Svkdt travels,A/C Sleeper (2+1),04:30,09:37,05h 07m,INR 1690,23 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
KTC Travels,A/C Sleeper (2+1),00:34,06:35,06h 01m,INR 1790,16 Seats available,"2.4
31",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),01:30,07:30,06h 00m,INR 1400,1 Seat available,"2.0
4",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
IRA Travels,A/C Sleeper (2+1),03:00,06:45,03h 45m,INR 1980,7 Seats available,"2.9
6",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Krishna Travels,A/C Sleeper (2+1),04:35,08:30,03h 55m,INR 2190,1 Seat available,"1.6
5",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Krishna Travels,A/C Sleeper (2+1),05:00,09:00,04h 00m,INR 2300,2 Seats available,2.7,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
KTC Travels,A/C Sleeper (2+1),05:00,10:00,05h 00m,INR 3500,11 Seats available,2.2,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Svkdt travels,A/C Sleeper (2+1),05:05,09:00,03h 55m,INR 2040,3 Seats available,"2.9
17",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Navayuga Travels,A/C Sleeper (2+1),05:15,09:00,03h 45m,INR 2600,3 Seats available,"2.5
5",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),05:25,10:45,05h 20m,INR 2090,4 Seats available,2.6,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Shanmukh Travels,A/C Sleeper (2+1),23:20,04:15,04h 55m,4750,30 Seats available,New,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
GEETHA TRAVELS,A/C Sleeper (2+1),23:30,05:00,05h 30m,INR 4000,32 Seats available,1.3,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 4512,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:15,09:30,09h 15m,INR 605,31 Seats available,"3.8
12",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4410,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:15,09:54,08h 39m,INR 605,33 Seats available,"2.5
11",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:15,10:54,08h 39m,INR 605,28 Seats available,"2.1
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4382,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:15,11:54,08h 39m,INR 605,33 Seats available,"3.4
11",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,14:00,10h 00m,INR 605,34 Seats available,"3.2
4",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,14:00,09h 15m,INR 605,31 Seats available,"1.8
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4412,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,14:40,09h 10m,INR 605,34 Seats available,"3.1
8",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3491,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06:00,13:45,07h 45m,INR 929,27 Seats available,"3.5
48",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3775,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,14:50,08h 20m,INR 605,33 Seats available,"1.7
12",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,16:09,09h 09m,INR 605,33 Seats available,"4.5
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 97239,INDRA(A.C. Seater),07:00,15:30,08h 30m,INR 732,36 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3146,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,16:30,09h 00m,INR 605,32 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3495,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),08:00,15:30,07h 30m,INR 929,38 Seats available,"3.1
26",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9373,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),08:15,16:30,08h 15m,INR 929,35 Seats available,"4.1
29",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3148,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,17:15,09h 00m,INR 605,33 Seats available,"2.7
8",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,17:30,09h 00m,INR 605,31 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4059,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:10,17:15,08h 05m,INR 605,33 Seats available,"3.3
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3841,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:20,17:55,08h 35m,INR 629,33 Seats available,"3.3
12",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:30,18:30,09h 00m,INR 605,34 Seats available,"3.4
4",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3256,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:00,18:00,08h 00m,INR 579,35 Seats available,"2.1
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4445,INDRA(A.C. Seater),10:00,18:35,08h 35m,INR 732,28 Seats available,"4.0
28",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3079,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:15,19:00,08h 45m,INR 579,37 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 35104,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),10:15,18:25,08h 10m,INR 929,37 Seats available,"4.0
43",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3138,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,19:30,09h 00m,INR 605,33 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3487,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,19:45,09h 00m,INR 605,33 Seats available,"2.4
10",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4496,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,20:10,09h 10m,INR 605,33 Seats available,"2.3
8",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,20:30,09h 00m,INR 605,33 Seats available,"2.7
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 35152,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:45,20:54,09h 09m,INR 605,34 Seats available,"3.4
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3477,INDRA(A.C. Seater),12:00,20:30,08h 30m,INR 732,32 Seats available, ,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3454,INDRA(A.C. Seater),13:00,22:15,09h 15m,INR 732,16 Seats available,"3.1
27",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9371,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:45,22:00,08h 15m,INR 929,37 Seats available,"3.6
55",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,23:30,09h 30m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3048,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:00,22:45,08h 45m,INR 579,35 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,22:50,08h 20m,INR 605,34 Seats available,"3.5
10",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 6374,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,23:55,09h 10m,INR 605,25 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3479,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,00:20,09h 20m,INR 605,33 Seats available,"2.3
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,02:15,11h 15m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,00:30,09h 15m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),15:30,00:30,09h 00m,INR 825,22 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9478,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,00:04,08h 19m,INR 605,33 Seats available,"3.3
15",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3383,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,03:15,11h 15m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,02:25,10h 10m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,01:15,08h 45m,INR 605,34 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 5205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,02:30,10h 00m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 47745,INDRA(A.C. Seater),17:00,01:00,08h 00m,INR 732,22 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,02:10,09h 10m,INR 605,33 Seats available,"1.9
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,03:25,09h 55m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4596,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,03:15,09h 20m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4378,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,02:54,08h 54m,INR 605,33 Seats available,3.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9367,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,01:34,07h 19m,INR 605,34 Seats available,"3.7
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3773,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,02:05,07h 35m,INR 605,27 Seats available,"3.5
13",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3088,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,04:30,10h 00m,INR 605,36 Seats available,"4.3
10",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,03:30,08h 45m,INR 929,39 Seats available,"4.9
11",https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
